,pc,ld,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,ma,pred
19040,2,78.4,31.5,9.6,84.0,14.8928,123.585,13.972,190.344,9.5936,205.317,9.704,206.6715,14.4936,130.83,9.6488,176.106,0,0
19041,0,175.19,73.5,4.0,21.0,15.2936,106.449,13.7072,182.9835,9.0936,192.213,9.2304,169.995,15.384,88.704,12.52185326061181,185.157,2,0
19042,3,109.76,84.0,8.0,52.5,14.1744,132.93,13.4648,172.3155,9.8472,200.1615,8.6632,175.077,15.7616,135.156,11.9848,164.661,3,0
19043,1,151.19,73.5,5.6,73.5,13.236,118.8915,12.364,161.679,11.1384,201.9045,9.143454445837396,157.458,17.6768,131.4495,10.9832,150.78,3,0
19044,1,159.55,220.5,3.2,21.0,14.9384,123.2073365962834,14.1216,194.0925,9.2416,199.941,9.2016,193.4415,14.8264,130.431,13.1824,166.2465,3,1
19045,0,111.58,73.5,8.8,73.5,13.4872,134.3475,14.4096,189.5775,10.648,198.198,9.6552,181.3035,14.6208,122.86838824694618,12.5968,196.497,2,0
19046,4,153.44,63.0,8.0,73.5,14.3288,141.0465,13.9384,161.7525,9.0952,207.7845,8.8592,184.3485,15.2632,130.536,11.5568,166.95,1,0
19047,3,69.42,21.0,5.6,42.0,15.4072,123.7425,13.0928,174.5415,10.584,199.017,9.132,169.2395625349097,12.8576,108.5175,12.3392,150.4545,3,0
19048,0,170.84,73.5,12.8,84.0,14.7984,122.5035,14.52,189.924,9.6112,226.9785,10.388,173.3445,15.334764208456244,142.023,13.2808,168.5308173850917,2,0
19049,2,110.49,63.0,11.2,73.5,12.5248,117.0225,15.5552,174.0375,9.9224,208.614,9.6656,177.03,14.384,138.894,12.52185326061181,157.4685,0,0
19050,2,79.31,21.0,11.2,136.5,14.596,131.1555,13.6592,186.5955,9.6424,187.362,9.143454445837396,156.093,14.9824,110.0295,13.8648,159.537,0,0
19051,1,138.0,136.5,4.0,73.5,15.1696,138.2115,13.5184,199.584,10.6736,196.497,9.744,149.0475,17.26,122.86838824694618,13.112,187.1205,3,0
19052,1,139.55,73.5,2.4,105.0,13.2224,126.021,15.268,185.6085,9.8088,210.7245,7.8104,184.2855,13.6536,129.3495,12.848,173.628,3,0
19053,3,89.4,157.5,4.8,73.5,14.5472,118.7445,14.9248,192.213,8.1032,204.435,10.0264,171.633,15.1496,113.2005,10.2688,168.5308173850917,3,0
19054,0,191.07,63.0,8.8,94.5,14.556,129.8325,12.7936,189.504,8.9152,199.78686732152738,8.836,159.138,14.2392,119.553,12.7848,198.66,2,0
19055,0,123.55,73.5,4.8,52.5,14.241585379434216,123.6585,13.272,173.754,8.34,216.888,8.6672,140.8575,15.334764208456244,122.86838824694618,12.8632,185.2095,2,0
19056,3,152.34,94.5,6.4,21.0,15.8008,97.4295,13.7992,169.344,8.4464,221.3295,9.1904,151.7775,13.8864,109.0845,12.1056,185.5245,3,1
19057,2,138.28,73.5,4.0,73.5,15.06,124.488,14.6768,177.4605,9.5056,208.6665,7.7304,147.1155,16.2232,118.503,12.52185326061181,151.6095,0,1
19058,2,112.13,73.5,8.0,84.0,15.136,117.5475,15.0424,190.0605,9.66,209.811,8.4856,183.9705,14.9904,133.6335,14.1448,187.068,0,0
19059,3,79.12,10.5,13.6,10.5,15.0168,113.6625,13.1104,152.6595,8.8336,185.871,8.0752,186.4905,14.8616,109.599,11.9752,181.23,3,0
19060,1,80.8,126.0,0.8,10.5,13.4536,133.4655,13.5144,169.2285,9.956,189.6405,9.2256,161.9415,15.22,124.1205,12.4088,153.1845,3,0
19061,3,80.76,42.0,12.0,42.0,14.3768,120.729,12.3344,167.3175,10.6736,193.284,9.0496,157.0275,15.0296,109.557,13.02,190.3125,3,1
19062,2,71.38,63.0,12.0,52.5,15.416,125.4015,12.3264,194.9325,8.1496,199.78686732152738,8.3048,169.2395625349097,14.6816,117.159,13.156,158.8755,0,0
19063,2,69.27,21.0,4.0,105.0,14.3128,114.03,13.9984,184.317,7.2216,197.4105,9.0608,145.8135,15.748,137.151,12.0288,181.797,0,0
19064,1,123.7,189.0,4.0,52.5,15.164,123.2073365962834,13.69768284260269,192.402,9.1752,199.78686732152738,9.6952,167.5275,15.6944,97.7025,14.0704,146.139,3,0
19065,4,160.24,31.5,5.6,63.0,12.9752,126.777,14.0144,177.5655,10.36,193.9875,8.9808,165.3225,14.8016,122.86838824694618,13.0616,192.318,1,0
19066,4,242.52,52.5,2.4,94.5,14.1768,123.0915,13.1,193.2315,9.3232,213.8745,9.4272,193.074,15.4472,122.5455,11.7488,181.1565,1,0
19067,0,205.51,63.0,9.6,63.0,13.9088,129.15,14.7672,171.234,9.0704,193.683,9.5208,170.1525,16.6584,146.4645,11.9672,147.063,2,0
19068,1,185.43,126.0,3.2,42.0,14.0712,116.9385,12.7056,172.5255,9.5928,185.43,9.6456,138.537,13.8832,117.075,10.3784,180.2955,3,0
19069,1,114.44,73.5,2.4,105.0,13.6792,134.5995,13.872,179.0145,8.7064,196.413,9.252,172.368,17.1112,122.86838824694618,12.6696,168.5308173850917,3,0
19070,2,128.17,42.0,4.8,105.0,15.2096,124.4985,12.6576,178.542,9.380174600844192,205.8525,8.7,169.2395625349097,14.8624,118.461,14.6568,147.1785,0,0
19071,3,155.32,126.0,7.2,73.5,14.2472,123.8475,12.6832,183.435,8.9424,210.2835,9.6968,163.7895,14.0928,108.78,12.9664,182.574,3,0
19072,4,80.62,105.0,8.0,63.0,14.9864,113.4525,14.6376,190.113,9.7728,195.3735,8.552,172.6095,14.6496,151.6515,12.2856,167.832,1,0
19073,0,95.48,63.0,2.4,115.5,15.0512,133.4445,13.456,183.8943132959058,9.9176,201.621,8.7288,177.4815,18.4224,143.5875,13.072,172.9665,2,0
19074,4,94.78,63.0,1.6,63.0,14.3384,122.2725,12.892,213.6225,9.448,195.972,9.728,181.86,15.6608,120.939,12.38,182.469,1,1
19075,1,253.03,52.5,2.4,21.0,15.0296,123.963,13.5352,187.3935,9.8688,217.917,9.4216,170.3415,14.1184,136.29,13.2888,160.6395,3,0
19076,0,147.73,105.0,8.0,94.5,14.241585379434216,120.9075,14.0512,177.2715,8.6224,204.6975,8.3912,161.112,15.824,113.2635,12.1952,168.5308173850917,2,1
19077,1,106.49,94.5,4.8,21.0,14.7448,135.366,13.516,168.0105,10.5952,182.3955,9.528,185.4825,16.8592,136.437,13.1184,194.859,3,0
19078,3,146.2,73.5,6.4,42.0,14.544,153.531,12.0264,198.7545,8.28,199.731,7.2632,176.8305,13.4848,133.686,13.0936,164.8815,3,0
19079,1,162.84,147.0,3.2,84.0,13.4024,118.734,14.0632,181.9125,9.7104,204.6765,9.143454445837396,173.9745,13.8184,137.655,13.0232,166.1205,3,0
19080,0,125.22,63.0,8.0,94.5,13.9384,139.4085,12.5192,171.4965,8.7304,207.9315,9.7344,163.7685,16.3192,132.699,13.1888,156.555,2,0
19081,1,133.9,94.5,3.2,94.5,13.616,133.9065,12.7392,177.4185,9.1344,203.658,9.0496,164.052,17.2608,135.8595,12.84,159.684,3,1
19082,4,156.59,105.0,4.0,84.0,13.9552,114.5025,14.168,178.6575,8.4352,197.421,9.484,171.2025,15.334764208456244,102.9945,12.0768,175.0035,1,0
19083,2,102.73,52.5,4.8,63.0,14.1496,134.295,14.3928,193.893,9.6744,180.537,7.4656,161.868,15.3776,117.5055,14.8024,164.5455,0,0
19084,0,108.54,63.0,6.4,63.0,14.9472,138.7785,14.152,174.7515,10.2408,219.8175,9.54,180.369,15.556,108.507,11.084,156.954,2,0
19085,3,115.75,94.5,4.8,21.0,15.2136,110.397,14.8168,190.2075,10.288,207.1755,10.012,172.032,14.8512,103.3725,12.2264,163.9785,3,0
19086,1,111.51,147.0,2.4,42.0,14.7768,104.643,13.7216,189.546,8.9344,223.986,9.1808,163.9785,18.0344,114.996,11.8104,196.329,3,0
19087,0,82.44,31.5,4.8,73.5,14.564,109.263,14.712,173.2185,10.0288,206.1255,9.9552,169.2395625349097,15.3968,122.1885,12.9512,141.162,2,1
19088,1,127.65,115.5,4.0,42.0,14.716,117.6945,11.9456,203.238,8.9136,197.127,8.6528,172.7985,12.9432,122.86838824694618,13.7464,168.5308173850917,3,0
19089,0,103.85,31.5,5.6,52.5,13.2248,128.7825,15.036,177.7125,9.6072,212.4465,8.6768,177.786,17.0392,130.1685,14.2592,164.0415,2,0
19090,0,178.04,84.0,6.4,31.5,13.512,118.0305,14.2952,198.2295,8.9464,194.25,8.1512,161.7315,15.1352,107.5515,10.5848,170.058,2,0
19091,1,100.78,115.5,3.2,84.0,15.144,115.1115,14.0696,190.134,8.9264,209.79,9.1784,167.664,14.804,135.5655,11.8296,157.9305,3,1
19092,4,115.87,73.5,8.0,52.5,14.241585379434216,127.4805,14.3976,162.0885,9.0008,189.3885,7.9216,178.5735,14.9432,115.8045,13.1552,183.792,1,0
19093,3,100.63,84.0,4.8,31.5,14.308,129.759,12.9688,164.2935,8.7568,201.39,9.412,165.8475,14.9856,141.33,12.52185326061181,208.1625,3,0
19094,3,102.03,63.0,7.2,84.0,14.1136,129.6435,13.69768284260269,174.6045,8.384,199.78686732152738,9.0504,176.1375,14.676,99.5295,13.0728,186.4695,3,1
19095,0,82.29,52.5,5.6,63.0,12.7264,123.2073365962834,14.1112,187.152,8.6232,206.4825,9.2496,169.2395625349097,15.334764208456244,102.585,12.5032,162.372,2,0
19096,1,98.03,52.5,1.6,84.0,14.4384,130.998,12.9552,181.314,9.904,200.655,8.6312,159.411,16.8808,159.6315,11.76,157.017,3,0
19097,3,136.51,136.5,7.2,84.0,16.2496,131.187,13.94,202.2825,9.8608,197.505,8.4712,187.7925,13.6976,119.1435,13.1832,181.209,3,0
19098,1,110.31,84.0,1.6,73.5,14.2864,135.1455,14.1144,183.4035,9.964,212.814,9.376,158.34,19.0928,106.512,12.4472,206.9865,3,0
19099,0,144.51,63.0,8.0,21.0,14.241585379434216,115.2165,14.6928,210.2205,8.648,190.5015,9.196,168.336,15.7072,128.5305,11.984,149.9295,2,0
19100,0,150.66,42.0,6.4,105.0,14.7368,140.952,13.69768284260269,189.273,10.2832,190.512,8.8064,187.719,15.344,102.438,13.5096,156.408,2,0
19101,0,76.39,115.5,7.2,73.5,15.3416,120.75,15.0168,189.7455,10.6944,193.641,10.1152,167.0655,16.3536,146.0445,12.1656,154.182,2,0
19102,1,138.7,73.5,1.6,52.5,13.8056,126.5355,14.212,187.614,9.2944,199.78686732152738,9.0248,172.326,15.028,122.86838824694618,12.9328,174.342,3,0
19103,0,166.01,63.0,10.4,52.5,13.7432,133.9695,12.8736,190.47,10.252,199.78686732152738,9.4744,144.7635,18.0072,132.8985,13.8792,157.3215,2,1
19104,0,111.97,42.0,7.2,52.5,13.6576,111.2685,14.3072,194.943,9.2368,207.6585,9.9752,162.8445,16.7288,141.7815,12.5984,165.711,2,0
19105,0,168.47,10.5,16.0,0.0,14.7872,125.4435,13.8248,183.2145,8.9744,210.714,9.6056,181.041,15.8248,111.468,12.8968,168.5308173850917,2,1
19106,0,102.21,31.5,4.0,63.0,13.7528,141.372,12.5304,192.4545,8.6744,203.8575,8.0784,151.704,13.9192,104.349,12.6328,160.608,2,0
19107,3,77.25,115.5,7.2,63.0,13.8696,131.502,15.736,178.773,8.5456,217.0875,10.072,180.3585,14.8608,135.6705,11.9992,144.7845,3,1
19108,3,132.67,105.0,5.6,42.0,14.6064,141.2355,13.3448,186.1965,8.5448,210.6825,9.2992,167.9055,16.3016,118.1775,11.9832,151.3155,3,0
19109,3,139.43,105.0,4.0,52.5,13.5728,117.327,14.4472,196.4235,9.6024,179.445,8.596,187.8975,15.236,136.983,12.52185326061181,203.2065,3,0
19110,2,273.02,52.5,6.4,63.0,14.5976,114.6705,14.6328,180.9885,9.2,198.324,8.4576,147.9975,17.1256,136.626,11.768,168.3465,0,0
19111,3,133.41,63.0,7.2,31.5,14.7064,106.554,13.1088,183.246,8.5768,191.3625,9.5488,166.9815,15.3992,124.089,12.7152,170.541,3,0
19112,4,122.76,84.0,4.8,84.0,14.288,140.175,13.2912,183.8943132959058,10.6808,181.146,8.5936,169.05,15.352,117.516,12.4056,147.3675,1,0
19113,4,206.07,42.0,7.2,42.0,15.3944,123.5325,14.8784,199.185,8.6752,177.5655,9.2568,201.9255,16.0688,83.433,12.2704,168.5308173850917,1,0
19114,4,145.7,73.5,11.2,94.5,14.828,115.7205,12.948,198.4395,9.9184,196.791,7.6464,171.507,14.7504,122.86838824694618,12.9048,168.5308173850917,1,1
19115,0,102.11,52.5,8.0,42.0,14.7136,123.2073365962834,13.3472,174.7095,9.8352,206.4405,9.3392,161.9205,14.884,100.4325,13.0096,180.306,2,0
19116,3,74.7,84.0,2.4,63.0,13.9472,108.822,13.3048,164.6085,10.4496,200.613,10.4632,164.094,15.7712,114.7335,12.904,160.4295,3,1
19117,1,40.81,63.0,3.2,115.5,14.796,127.7115,12.2424,186.8475,9.192,187.4565,9.9352,188.8215,16.688,110.6385,12.9984,165.5955,3,0
19118,0,120.15,0.0,4.0,115.5,13.8288,125.937,14.8232,186.7005,8.944,206.7345,9.143454445837396,174.3735,14.7888,85.281,11.5008,166.593,2,0
19119,0,85.8,21.0,6.4,31.5,14.132,126.0525,12.5248,197.757,10.2848,175.8015,8.608,148.7115,15.5048,133.2345,12.084,187.6245,2,0
19120,1,114.83,84.0,5.6,52.5,14.8768,117.138,12.8816,191.037,9.3904,205.0755,9.2008,147.4095,16.04,134.274,12.52185326061181,191.226,3,0
19121,0,182.38,94.5,6.4,31.5,15.012,119.8365,13.0792,185.199,10.2984,202.125,9.5864,176.043,16.344,115.584,11.956,142.7055,2,1
19122,1,152.19,115.5,0.8,21.0,15.0424,117.8835,13.016,182.7315,9.6808,207.3645,9.4208,179.0355,13.5744,105.903,12.824,188.7375,3,0
19123,4,148.14,126.0,6.4,42.0,13.7328,122.22,13.0936,176.8725,7.9184,207.228,10.7184,214.137,15.716,148.134,13.2896,181.7445,1,0
19124,4,128.39,189.0,2.4,21.0,13.3352,122.052,13.1368,188.2335,8.8816,221.613,8.0384,169.2395625349097,15.9664,118.3035,12.3936,180.1905,1,0
19125,3,146.73,84.0,5.6,42.0,12.5184,132.6045,14.4728,182.301,10.3768,192.2655,9.4144,165.7635,14.4048,115.815,11.6296,188.4015,3,0
19126,1,110.41,147.0,11.2,52.5,12.952,135.639,13.69768284260269,188.3385,9.7184,191.436,9.1544,166.0155,14.1208,122.86838824694618,11.988,158.151,3,0
19127,1,76.58,42.0,10.4,63.0,16.332,131.187,12.4744,172.6095,9.4056,199.78686732152738,8.8696,159.7155,13.7272,156.2505,11.8544,152.544,3,0
19128,0,89.12,105.0,7.2,52.5,13.54,113.064,13.4672,179.2455,8.54,207.921,9.7912,184.7475,16.2728,111.6465,12.4792,162.5295,2,1
19129,1,68.98,73.5,3.2,63.0,13.58,123.2073365962834,15.5168,177.7755,10.8552,206.4615,9.4416,177.618,14.7168,134.0535,12.7744,153.8355,3,0
19130,3,123.84,94.5,6.4,21.0,13.876,127.4175,13.7488,178.3425,8.2984,205.779,10.8688,163.6845,13.0696,131.901,12.6208,180.264,3,0
19131,2,145.11,147.0,0.8,42.0,13.6728,127.575,14.9728,194.0505,9.324,187.047,9.9408,161.07,18.0744,140.6055,13.1192,180.537,0,0
19132,4,78.31,105.0,8.0,52.5,15.1096,152.544,13.6864,194.46,10.3008,221.7705,9.5952,175.9275,14.7328,141.7605,11.8784,145.7925,1,0
19133,0,127.13,157.5,7.2,21.0,12.5176,151.2735,13.6792,185.8395,9.1024,192.8325,8.488,207.7215,15.6672,132.2265,12.3,191.877,2,0
19134,2,119.03,94.5,2.4,63.0,14.6488,104.055,13.1504,192.9165,9.2712,187.005,7.9264,185.85,15.6656,127.911,13.0864,168.3255,0,0
19135,3,115.79,0.0,8.0,21.0,13.8096,127.4805,14.0104,176.4105,9.5456,185.892,9.7016,154.2765,13.1536,114.786,11.4352,128.8035,3,0
19136,0,156.85,147.0,4.8,73.5,13.5624,113.3475,13.728,174.9405,8.8016,195.7095,6.5984,183.1515,16.6656,121.296,12.216,184.0125,2,0
19137,4,126.56,84.0,12.8,84.0,16.4704,122.745,13.6464,170.0475,8.8584,201.8205,7.9992,193.494,15.756,149.352,12.2224,193.0635,1,1
19138,1,132.23,31.5,8.8,136.5,15.1456,122.4195,16.1936,189.6615,9.7776,203.7735,9.143454445837396,174.2265,15.592,122.86838824694618,12.2144,168.5308173850917,3,1
19139,0,124.34,52.5,6.4,73.5,13.5048,129.738,14.6272,189.7455,9.1912,202.0935,9.2,150.339,14.856,114.807,11.8672,165.06,2,0
19140,1,102.87,105.0,2.4,42.0,13.7432,114.8175,13.62,176.3055,9.92,200.571,9.5688,162.162,14.6032,142.338,11.3912,161.6685,3,0
19141,3,184.42,31.5,6.4,21.0,13.7184,133.644,13.4168,177.303,10.176,195.531,9.143454445837396,185.9445,13.9248,130.053,13.8184,186.8265,3,0
19142,1,99.08,84.0,0.8,10.5,13.6024,114.009,13.4568,183.8943132959058,10.2056,186.3855,8.7624,167.9895,14.8832,119.0805,12.6672,165.5325,3,0
19143,1,121.67,73.5,0.8,115.5,14.4224,114.7545,13.3776,172.767,9.196,189.567,9.2648,180.159,17.1304,157.941,12.4184,170.4675,3,0
19144,4,90.02,31.5,11.2,84.0,15.1728,119.133,12.2552,187.0575,9.5408,213.4545,9.9008,169.2395625349097,14.2632,124.8555,12.9168,185.8185,1,0
19145,0,148.03,52.5,5.6,115.5,15.2272,114.597,13.912,159.999,9.3424,218.9775,11.0744,157.542,14.8368,117.6105,12.572,184.6425,2,1
19146,4,141.72,126.0,8.0,84.0,15.1312,130.2735,14.0736,183.8943132959058,9.2648,178.9935,8.9392,183.498,15.8464,136.92,11.544,157.773,1,0
19147,2,193.5,94.5,4.8,73.5,14.8344,126.7455,14.2824,182.4375,10.2144,193.956,9.2016,190.239,14.1656,141.3825,14.9728,163.842,0,0
19148,0,114.23,84.0,10.4,31.5,13.6496,137.3505,12.9456,182.7525,8.9792,200.0145,8.4168,172.515,14.7984,86.163,12.6208,176.5785,2,0
19149,4,251.91,73.5,2.4,31.5,14.7472,130.6305,13.5024,168.42,9.9136,179.067,7.9368,159.5055,13.712,111.6255,11.4304,163.1595,1,1
19150,2,180.56,31.5,5.6,105.0,13.7976,108.4335,13.1432,175.8015,10.856,199.8255,8.2352,166.278,15.2448,120.5925,11.7216,173.3865,0,1
19151,2,161.94,31.5,3.2,63.0,15.2616,121.905,13.0872,184.464,9.9352,190.7955,8.636,159.726,15.488,142.59,13.232,177.9435,0,0
19152,4,141.04,126.0,1.6,52.5,14.276,125.265,14.5312,194.1975,8.0632,189.651,8.488,172.347,14.5408,138.1905,11.5784,171.633,1,1
19153,2,139.94,10.5,8.0,63.0,13.3928,134.3685,14.2976,181.5975,9.4368,213.129,9.004,153.2475,15.8024,135.7755,13.2832,167.769,0,0
19154,2,161.93,84.0,8.0,52.5,14.568,135.2925,13.7304,175.3185,9.9024,187.299,7.9224,125.454,17.112,129.528,13.056,179.6025,0,0
19155,1,136.96,126.0,2.4,42.0,14.7368,129.6855,14.2968,180.915,10.3136,193.83,9.3736,158.424,15.4656,143.808,12.8888,165.2805,3,0
19156,2,127.89390483856542,115.5,11.2,42.0,14.1272,131.292,13.69768284260269,192.2655,8.68,186.249,9.0576,193.263,14.8032,125.265,15.4768,161.973,0,0
19157,2,118.63,94.5,5.6,84.0,14.6584,109.9455,13.4056,187.761,9.3936,206.6085,8.3288,189.2415,16.9832,127.3545,12.1912,169.47,0,0
19158,3,126.71,52.5,4.8,105.0,14.3312,133.707,15.1144,201.2745,9.4576,198.114,9.143454445837396,175.4865,15.0992,147.5565,12.0088,195.867,3,0
19159,0,125.98,136.5,3.2,84.0,16.5616,121.905,13.0456,194.1975,9.0128,202.251,9.432,145.089,14.6952,124.4775,12.0336,185.9655,2,0
19160,3,99.13,63.0,7.2,31.5,15.7336,112.8435,12.536,212.94,8.7376,214.5255,9.7752,173.5125,15.1384,105.8295,11.9584,163.632,3,0
19161,2,109.67,73.5,4.8,168.0,14.4824,126.945,14.5208,172.5885,9.4144,180.39,8.0272,164.976,17.3528,123.1965,11.1496,173.5755,0,0
19162,1,160.06,157.5,1.6,42.0,13.7424,116.697,12.7216,183.477,9.1288,203.3955,9.1,169.2395625349097,16.4424,135.03,13.1016,186.186,3,0
19163,2,200.83,63.0,6.4,63.0,13.1168,132.216,12.976,189.5355,10.1864,196.308,9.0504,133.182,17.4152,122.86838824694618,13.2104,186.774,0,0
19164,0,165.2,84.0,7.2,52.5,14.612,109.9665,13.5624,192.1815,10.032,203.175,8.7584,163.716,15.9168,104.8425,13.392,130.746,2,0
19165,2,163.61,168.0,16.0,31.5,13.984,110.4075,13.996,183.8943132959058,10.172,195.3945,8.3256,164.01,13.7368,124.278,10.4408,162.0885,0,1
19166,4,89.88,52.5,12.0,94.5,14.1152,108.234,13.3152,186.291,9.9016,178.542,10.0432,169.2395625349097,14.4744,160.5135,11.3536,192.5805,1,0
19167,1,109.03,126.0,1.6,42.0,14.9592,110.4075,13.2272,201.8835,9.004,181.335,9.143454445837396,163.5795,15.172,132.027,13.6832,167.6115,3,1
19168,2,162.33,10.5,3.2,84.0,15.0216,102.8265,13.8136,190.4595,8.612,194.7855,8.56,166.32,15.54,121.59,12.3832,172.137,0,0
19169,4,119.0,73.5,4.0,21.0,15.4512,106.8795,15.4184,182.5845,9.5544,203.4375,8.1992,208.32,15.8088,153.1005,13.2112,163.359,1,1
19170,2,126.69,42.0,11.2,21.0,15.02,119.9625,14.5752,186.5115,9.380174600844192,202.272,9.3024,183.414,17.0888,131.376,12.52185326061181,170.646,0,1
19171,0,145.03,21.0,7.2,52.5,14.684,121.2435,12.9904,201.0015,8.9496,186.585,7.7512,142.632,15.1792,117.81,12.9248,198.9855,2,1
19172,3,124.29,73.5,9.6,21.0,14.6752,121.8315,13.3192,174.0375,9.2696,194.565,9.7432,176.9775,13.9928,137.382,12.6184,215.649,3,0
19173,4,106.88,157.5,4.8,63.0,13.2096,108.465,14.3696,193.578,8.808,191.772,8.9736,177.639,15.4968,129.045,11.5752,179.3505,1,0
19174,4,110.83,52.5,8.8,73.5,14.3272,123.2073365962834,13.3552,179.592,9.380174600844192,196.119,9.3424,145.4145,15.364,104.4435,12.8744,165.1965,1,0
19175,1,81.1,126.0,1.6,94.5,14.6368,131.082,13.3672,177.975,9.036,211.4175,9.6352,159.201,17.3848,123.7635,11.5776,195.7095,3,0
19176,1,79.38,52.5,1.6,84.0,14.0368,117.096,14.0432,182.049,8.8736,195.6675,7.0848,188.454,14.1928,145.5405,11.708,162.813,3,0
19177,3,164.83,21.0,16.0,52.5,15.6048,126.063,14.1328,186.123,8.9664,214.6095,9.252,188.0655,16.1536,119.889,12.1064,168.525,3,1
19178,0,80.41,31.5,8.8,21.0,14.32,121.023,12.6768,183.8235,9.1312,197.7675,8.2712,182.8365,15.9152,113.5785,12.1496,172.6515,2,0
19179,2,87.48,52.5,11.2,73.5,14.588,119.0805,12.4472,180.327,10.7232,189.819,11.5808,181.9125,16.0168,120.9495,12.0696,162.6555,0,0
19180,4,114.3,94.5,11.2,94.5,13.8176,133.518,13.4224,185.3565,10.0992,185.0415,8.1232,196.4445,14.524,146.6115,12.52185326061181,157.8465,1,1
19181,0,88.62,52.5,5.6,73.5,15.0216,123.0285,14.596,181.1355,8.0496,194.8905,8.9248,144.228,17.8904,124.383,11.812,192.5385,2,0
19182,1,156.13,105.0,5.6,136.5,14.0472,134.2425,13.256,188.559,9.9984,190.68,9.6968,184.737,16.1592,121.38,11.7464,162.813,3,1
19183,3,85.43,189.0,6.4,147.0,13.82,126.8715,13.2248,189.588,9.6248,201.201,9.0296,169.113,15.2328,133.413,12.3608,191.5725,3,0
19184,4,52.38,42.0,8.8,94.5,14.3096,121.401,13.5352,166.971,8.0888,199.0695,9.2504,182.7,14.3312,127.6695,12.1576,181.3875,1,0
19185,4,154.2,84.0,9.6,52.5,13.292,113.316,14.8648,185.0835,9.380174600844192,192.591,7.9952,151.851,14.8752,106.827,12.54,159.411,1,0
19186,3,75.11,157.5,8.0,63.0,14.3712,110.586,14.528,170.4255,9.4512,205.422,9.1808,170.4465,16.5864,90.7515,12.3696,154.413,3,0
19187,4,158.69,63.0,14.4,73.5,14.8432,116.907,14.2664,187.1835,9.380174600844192,190.491,8.4984,202.608,14.704,165.8685,12.52185326061181,202.4295,1,0
19188,0,106.2,63.0,7.2,52.5,14.5864,117.915,13.816,199.7835,10.5568,209.937,9.996,162.1095,15.334764208456244,108.087,11.8024,151.137,2,0
19189,3,81.93,0.0,8.8,52.5,14.4752,133.0035,14.0984,183.561,9.6864,201.0225,9.1384,159.054,16.9944,134.6835,13.036,135.8175,3,0
19190,3,124.24,115.5,8.8,21.0,14.1888,119.133,13.69768284260269,212.499,11.3848,202.293,9.8224,169.155,14.5208,111.993,12.4112,187.005,3,1
19191,4,187.43,115.5,8.8,126.0,13.9328,110.2395,13.356,189.756,9.2888,203.4585,8.4088,179.193,13.6304,149.415,14.5448,183.792,1,1
19192,0,99.65,63.0,1.6,84.0,15.3896,103.4775,13.4976,176.8305,9.3744,202.6815,8.2376,171.3915,16.364,111.9195,12.0552,158.403,2,1
19193,0,77.64,147.0,5.6,84.0,14.6176,131.334,13.476,183.8235,10.0632,199.78686732152738,9.312,146.118,16.4096,135.87,12.52185326061181,180.159,2,0
19194,2,66.91,52.5,12.0,52.5,15.0824,113.022,13.69768284260269,178.0275,9.5224,214.9035,9.5488,162.624,16.1528,114.3765,12.52185326061181,177.114,0,0
19195,4,137.8,84.0,8.8,52.5,14.3472,143.703,13.928,173.901,8.372,199.78686732152738,9.1832,189.504,14.54,128.4885,12.4856,181.4505,1,1
19196,2,116.35,94.5,8.0,94.5,14.6152,112.812,13.5456,188.4855,9.488,196.1295,8.1952,178.1955,15.334764208456244,122.22,11.9832,170.6985,0,0
19197,3,116.67,94.5,6.4,42.0,13.7632,125.6325,14.5576,163.7895,10.2864,201.1065,9.548,168.8715,12.776,75.747,12.0904,167.3385,3,0
19198,2,106.08,105.0,14.4,42.0,14.6152,108.0975,12.3128,174.9405,9.3352,216.069,9.2984,169.2395625349097,14.456,122.86838824694618,14.544,194.3655,0,0
19199,1,106.79,210.0,2.4,42.0,13.9984,103.0365,13.7288,186.6585,10.484,188.8845,8.6168,160.0095,15.352,144.9945,12.696,168.294,3,0
19200,1,193.41,84.0,2.4,94.5,13.2136,118.1565,14.2776,174.027,9.1224,186.984,10.9144,174.741,12.9768,136.521,12.9448,193.914,3,1
19201,3,123.56,0.0,10.4,42.0,14.5288,123.144,13.4256,184.3485,9.380174600844192,191.9715,7.9688,169.2395625349097,16.34,122.86838824694618,11.4136,134.8515,3,0
19202,3,103.57,84.0,7.2,21.0,14.6272,132.6675,14.4304,176.946,9.8,173.082,8.6112,177.9855,16.7912,126.777,11.4912,158.256,3,0
19203,4,115.1,94.5,3.2,73.5,14.856,131.25,13.9568,178.731,10.2168,200.9595,9.748,165.8055,14.0664,102.711,12.0144,177.9225,1,0
19204,4,87.2,42.0,5.6,126.0,15.1288,127.554,13.7576,179.067,9.4536,195.9825,7.1152,163.0965,14.8288,95.445,13.0024,151.452,1,1
19205,2,66.49,0.0,6.4,42.0,14.108,123.8895,13.9808,178.773,8.9136,200.466,8.388,199.374,17.44,116.13,9.8192,182.28,0,0
19206,0,159.39,42.0,7.2,31.5,15.1816,118.734,13.9648,179.235,9.1512,203.637,10.5768,163.401,16.9656,145.908,12.52185326061181,147.8085,2,1
19207,4,120.63,73.5,7.2,94.5,13.3568,134.3475,13.4672,194.754,8.3488,195.657,10.6024,166.467,15.3992,114.5235,12.7152,173.439,1,0
